,created_at,favorite_count,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,full_text,cleaned_text,stemmed_text,tokenized_text
668,Wed Mar 12 14:32:48 +0000 2025,0,suntomyfIower,in,,0,0,0,@suntomyfIower Nggak ada duit soalnya efisiensi.,nggak duit efisiensi,nggak duit efisiensi,"['nggak', 'duit', 'efisiensi']"
669,Wed Mar 12 14:31:58 +0000 2025,0,PartaiSocmed,in,Jempol  |,0,0,0,@PartaiSocmed Seharusnya tidak semua sektor yang di efisiensi harus ada sekala prioritas,sektor efisiensi sekala prioritas,sektor efisiensi sekala prioritas,"['sektor', 'efisiensi', 'sekala', 'prioritas']"
670,Wed Mar 12 14:31:05 +0000 2025,0,,in,,0,0,0,eh kocak dah masa dana bantuan kena efisiensi wkwkwkwk. anjgg negara gak jelas. mana mangkasnya banyak banget nerbener kebangetan,eh kocak dah dana bantuan kena efisiensi wkwkwkwk anjgg negara gak mangkasnya banget nerbener kebangetan,eh kocak dah dana bantu kena efisiensi wkwkwkwk anjgg negara gak mangkas banget nerbener banget,"['eh', 'kocak', 'dah', 'dana', 'bantu', 'kena', 'efisiensi', 'wkwkwkwk', 'anjgg', 'negara', 'gak', 'mangkas', 'banget', 'nerbener', 'banget']"
671,Wed Mar 12 14:29:59 +0000 2025,2,,in,Anfield,0,1,0,padahal kita punya padanan ini lho https://t.co/LEoISafePV,padanan lho,padan lho,"['padan', 'lho']"
672,Wed Mar 12 14:29:26 +0000 2025,0,awjeongin,in,rps 황필 • ot8 • eng/ina,0,1,0,@awjeongin kena efisiensi kak,kena efisiensi kak,kena efisiensi kak,"['kena', 'efisiensi', 'kak']"
673,Wed Mar 12 14:28:46 +0000 2025,0,Mdy_Asmara1701,in,,0,0,0,@Mdy_Asmara1701 lu serius efisiensi ga sih! nambah jabatan mulu,lu serius efisiensi ga sih nambah jabatan mulu,lu serius efisiensi ga sih nambah jabat mulu,"['lu', 'serius', 'efisiensi', 'ga', 'sih', 'nambah', 'jabat', 'mulu']"
674,Wed Mar 12 14:27:18 +0000 2025,0,,in,"selective, she/they",0,0,0,kena efisiensi plannar nya,kena efisiensi plannar nya,kena efisiensi plannar nya,"['kena', 'efisiensi', 'plannar', 'nya']"
675,Wed Mar 12 14:26:52 +0000 2025,0,gssahur,in,Next to CBD Ciledug,0,0,0,@gssahur @ferdinand_mpu @kompascom Efisiensi apaan? Yg ada ngawur potong sana sini. RAPBN 2025 aja belum dirilis. Korupsi dimana2. Presiden cuma omon2 mau ini itu tp duitnya ga ada. Calon ASN ditunda pelantikannya. Realistis aja negara ga punya duit.,efisiensi yg ngawur potong rapbn aja dirilis korupsi dimana presiden omon tp duitnya ga calon asn ditunda pelantikannya realistis aja negara ga duit,efisiensi yg ngawur potong rapbn aja rilis korupsi mana presiden omon tp duit ga calon asn tunda lantik realistis aja negara ga duit,"['efisiensi', 'yg', 'ngawur', 'potong', 'rapbn', 'aja', 'rilis', 'korupsi', 'mana', 'presiden', 'omon', 'tp', 'duit', 'ga', 'calon', 'asn', 'tunda', 'lantik', 'realistis', 'aja', 'negara', 'ga', 'duit']"
676,Wed Mar 12 14:24:12 +0000 2025,0,,in,,0,0,0,niat efisiensi malah overbudget,niat efisiensi overbudget,niat efisiensi overbudget,"['niat', 'efisiensi', 'overbudget']"
677,Wed Mar 12 14:23:38 +0000 2025,0,Twt_dr_je,in,Rajabasa | Bandarlampung,0,0,0,@Twt_dr_je @kempanrb @prabowo Pengalaman perdana nih pencairan di luar gaji diundur semua karena efisiensi + terpilihnya bupati baru. TPP sedang dikaji oleh tim ahli beliau. Deg-degan.,pengalaman perdana nih pencairan gaji diundur efisiensi terpilihnya bupati tpp dikaji tim ahli beliau degdegan,alam perdana nih cair gaji undur efisiensi pilih bupati tpp kaji tim ahli beliau degdegan,"['alam', 'perdana', 'nih', 'cair', 'gaji', 'undur', 'efisiensi', 'pilih', 'bupati', 'tpp', 'kaji', 'tim', 'ahli', 'beliau', 'degdegan']"
678,Wed Mar 12 14:20:58 +0000 2025,0,,in,naw,0,0,0,masa set9 lampu di halte tj sini dah mati anjim kena efisiensi kh,set lampu halte tj dah mati anjim kena efisiensi kh,set lampu halte tj dah mati anjim kena efisiensi kh,"['set', 'lampu', 'halte', 'tj', 'dah', 'mati', 'anjim', 'kena', 'efisiensi', 'kh']"
679,Wed Mar 12 14:20:55 +0000 2025,0,,in,Indonesia,0,0,0,Orang-orang yang di menara gading akan terus menerus merasa ini oke aja. Simply karena masih bisa hidup dengan nyaman. Gak heran bahkan ada yang senang dengan efisiensi karena bisa WFA 2 hari padahal yang kerjaannya teknis sampe bingung ini operasionalnya musti begimana lagi,orangorang menara gading menerus oke aja simply hidup nyaman gak heran senang efisiensi wfa kerjaannya teknis sampe bingung operasionalnya musti begimana,orangorang menara gading terus oke aja simply hidup nyaman gak heran senang efisiensi wfa kerja teknis sampe bingung operasional musti begimana,"['orangorang', 'menara', 'gading', 'terus', 'oke', 'aja', 'simply', 'hidup', 'nyaman', 'gak', 'heran', 'senang', 'efisiensi', 'wfa', 'kerja', 'teknis', 'sampe', 'bingung', 'operasional', 'musti', 'begimana']"
680,Wed Mar 12 13:57:51 +0000 2025,0,,in,,0,0,0,Barusan ke warung beli air mineral gak sengaja lihat roma sari gandum sekarang isi 3 kocak roma sari gandum kena efisiensi anggaran kah?,barusan warung beli air mineral gak sengaja lihat roma sari gandum isi kocak roma sari gandum kena efisiensi anggaran kah,barusan warung beli air mineral gak sengaja lihat roma sari gandum isi kocak roma sari gandum kena efisiensi anggar kah,"['barusan', 'warung', 'beli', 'air', 'mineral', 'gak', 'sengaja', 'lihat', 'roma', 'sari', 'gandum', 'isi', 'kocak', 'roma', 'sari', 'gandum', 'kena', 'efisiensi', 'anggar', 'kah']"
681,Wed Mar 12 13:57:04 +0000 2025,0,,in,,0,0,0,kan mamam coretax hancur2an PNS tahun ini sudah efisiensi + APBN turun lgi wwkwk,mamam coretax hancuran pns efisiensi apbn turun lgi wwkwk,mamam coretax hancur pns efisiensi apbn turun lgi wwkwk,"['mamam', 'coretax', 'hancur', 'pns', 'efisiensi', 'apbn', 'turun', 'lgi', 'wwkwk']"
682,Wed Mar 12 13:56:43 +0000 2025,0,TuanArief,in,"SOMODARAN,MALIOBORO,MANCASAN",0,1,0,@TuanArief Asu-asu.....remuk tenan nganti semene ne atlit2e usia dini diremuk cabor sek raiso dimanipulasi di ilangi gek krungu info atlit2 pelatnas do dirumahkan Mergo efisiensi anggaran juga krungu-krungu lho.....,asuasuremuk tenan nganti semene ne atlite usia diremuk cabor sek raiso dimanipulasi ilangi gek krungu info atlit pelatnas do dirumahkan mergo efisiensi anggaran krungukrungu lho,asuasuremuk tenan nganti semene ne atlite usia remuk cabor sek raiso manipulasi ilangi gek krungu info atlit pelatnas do rumah mergo efisiensi anggar krungukrungu lho,"['asuasuremuk', 'tenan', 'nganti', 'semene', 'ne', 'atlite', 'usia', 'remuk', 'cabor', 'sek', 'raiso', 'manipulasi', 'ilangi', 'gek', 'krungu', 'info', 'atlit', 'pelatnas', 'do', 'rumah', 'mergo', 'efisiensi', 'anggar', 'krungukrungu', 'lho']"
683,Wed Mar 12 13:55:43 +0000 2025,0,,in,,0,0,0,hahah lagi lagi efisiensi,hahah efisiensi,hahah efisiensi,"['hahah', 'efisiensi']"
684,Wed Mar 12 13:55:10 +0000 2025,0,,in,,0,0,0,Katanya efisiensi tp bayar buzzer jalan teroos. #IndonesiaGelap #IndonesiaGelapJilid2,efisiensi tp bayar buzzer jalan teroos,efisiensi tp bayar buzzer jalan teroos,"['efisiensi', 'tp', 'bayar', 'buzzer', 'jalan', 'teroos']"
685,Wed Mar 12 13:50:58 +0000 2025,0,SamGiMen,in,,0,1,0,@SamGiMen @GR94Thomas Efisiensi anggaran didaerah bupatinya motong insentif gaji dokter spesialis yg tugas di RSUD bukan Kemenkesnya yg efisiensi,efisiensi anggaran didaerah bupatinya motong insentif gaji dokter spesialis yg tugas rsud kemenkesnya yg efisiensi,efisiensi anggar daerah bupati motong insentif gaji dokter spesialis yg tugas rsud kemenkesnya yg efisiensi,"['efisiensi', 'anggar', 'daerah', 'bupati', 'motong', 'insentif', 'gaji', 'dokter', 'spesialis', 'yg', 'tugas', 'rsud', 'kemenkesnya', 'yg', 'efisiensi']"
686,Wed Mar 12 13:49:02 +0000 2025,0,susipudjiastuti,in,"Kota Surabaya, Jawa Timur",0,0,0,@susipudjiastuti @jokowi Kalo boleh fair sangat banyak lembaga/kementerian yg layak dibubarkan bu. Drpd jargo2 efisiensi tp menghambat layanan lebih baik mengurangi lembaga aja,kalo fair lembagakementerian yg layak dibubarkan bu drpd jargo efisiensi tp menghambat layanan mengurangi lembaga aja,kalo fair lembagakementerian yg layak bubar bu drpd jargo efisiensi tp hambat layan kurang lembaga aja,"['kalo', 'fair', 'lembagakementerian', 'yg', 'layak', 'bubar', 'bu', 'drpd', 'jargo', 'efisiensi', 'tp', 'hambat', 'layan', 'kurang', 'lembaga', 'aja']"
687,Wed Mar 12 13:49:02 +0000 2025,1,calomagang,in,127.0.0.1,0,0,0,@calomagang efisiensi yg tidak membuat rakyat marah,efisiensi yg rakyat marah,efisiensi yg rakyat marah,"['efisiensi', 'yg', 'rakyat', 'marah']"
688,Wed Mar 12 13:48:31 +0000 2025,0,,tl,,0,0,0,AHAHAHAHHA planarnya kena efisiensi nangissss ,ahahahahha planarnya kena efisiensi nangissss,ahahahahha planarnya kena efisiensi nangissss,"['ahahahahha', 'planarnya', 'kena', 'efisiensi', 'nangissss']"
689,Wed Mar 12 13:48:04 +0000 2025,0,destyane,in,Nomaden,0,1,0,3hari lalu tumeban manager yg maternity leave conscall. Ternyata beritanya bikin amat sangat sedih. Karena akan ada efisiensi dan merger unit bikin kita semua hidup dalam kepastian. Ya kalo uji coba gagal gimana kalo berhasil gimana. Punya bos baru gimana lha kalo unit baru?,tumeban manager yg maternity leave conscall beritanya bikin sedih efisiensi merger unit bikin hidup kepastian ya kalo uji coba gagal gimana kalo berhasil gimana bos gimana lha kalo unit,tumeban manager yg maternity leave conscall berita bikin sedih efisiensi merger unit bikin hidup pasti ya kalo uji coba gagal gimana kalo hasil gimana bos gimana lha kalo unit,"['tumeban', 'manager', 'yg', 'maternity', 'leave', 'conscall', 'berita', 'bikin', 'sedih', 'efisiensi', 'merger', 'unit', 'bikin', 'hidup', 'pasti', 'ya', 'kalo', 'uji', 'coba', 'gagal', 'gimana', 'kalo', 'hasil', 'gimana', 'bos', 'gimana', 'lha', 'kalo', 'unit']"
690,Wed Mar 12 13:47:51 +0000 2025,0,,in,Golden Sky,0,0,0,Lah kok bisaa?? Katanya efisiensi??,bisaa efisiensi,bisaa efisiensi,"['bisaa', 'efisiensi']"
691,Wed Mar 12 13:45:48 +0000 2025,0,Didi_margo,in,phocopeck,1,2,0,@Didi_margo @GR94Thomas IMO gaji &amp; tunjangan dokter spesialis gak ada hubungan dg efisiensi krn bersumber dari BPJS melalui kapitasi berbasis kinerja. Kemkes jg ada insentif khusus utk dokter spesialis yg bertugas di daerah krn rasio &amp; kebutuhan dokter spesialis di Indonesia yg masih sgt kurang.,imo gaji amp tunjangan dokter spesialis gak hubungan dg efisiensi krn bersumber bpjs kapitasi berbasis kinerja kemkes jg insentif khusus utk dokter spesialis yg bertugas daerah krn rasio amp kebutuhan dokter spesialis indonesia yg sgt,imo gaji amp tunjang dokter spesialis gak hubung dg efisiensi krn sumber bpjs kapitasi bas kerja kemkes jg insentif khusus utk dokter spesialis yg tugas daerah krn rasio amp butuh dokter spesialis indonesia yg sgt,"['imo', 'gaji', 'amp', 'tunjang', 'dokter', 'spesialis', 'gak', 'hubung', 'dg', 'efisiensi', 'krn', 'sumber', 'bpjs', 'kapitasi', 'bas', 'kerja', 'kemkes', 'jg', 'insentif', 'khusus', 'utk', 'dokter', 'spesialis', 'yg', 'tugas', 'daerah', 'krn', 'rasio', 'amp', 'butuh', 'dokter', 'spesialis', 'indonesia', 'yg', 'sgt']"
692,Wed Mar 12 13:43:41 +0000 2025,0,BigAlphaID,es,Negeri tanpa telinga dan mata,0,0,0,@BigAlphaID Efisiensi,efisiensi,efisiensi,['efisiensi']
693,Wed Mar 12 13:43:20 +0000 2025,5,etherealbreeze_,in,,4,1,0,@etherealbreeze_ @unjsecret Kalo belum ada SK valid atau engganya belom bisa dipastikan. Tapi kemungkinan besar bener kak soalnya ibunya bilang efisiensi anggaran terus dispill nanti wisudanya ada sesinya. Untuk pembagian sesinya gatau bakal gimana. Tapi hati mungilku udah kecewa,kalo sk valid engganya belom bener kak ibunya bilang efisiensi anggaran dispill wisudanya sesinya pembagian sesinya gatau gimana hati mungilku udah kecewa,kalo sk valid engganya bom bener kak ibu bilang efisiensi anggar dispill wisuda sesi bagi sesi gatau gimana hati mungil udah kecewa,"['kalo', 'sk', 'valid', 'engganya', 'bom', 'bener', 'kak', 'ibu', 'bilang', 'efisiensi', 'anggar', 'dispill', 'wisuda', 'sesi', 'bagi', 'sesi', 'gatau', 'gimana', 'hati', 'mungil', 'udah', 'kecewa']"
694,Wed Mar 12 13:42:32 +0000 2025,1,,es,,0,1,0,Efisiensi,efisiensi,efisiensi,['efisiensi']
695,Wed Mar 12 13:39:42 +0000 2025,0,BigAlphaID,in,Teyvat,0,0,0,@BigAlphaID Efisiensi dimana mana wkwk mikir ga efeknya juga ke pajak? ,efisiensi dimana wkwk mikir ga efeknya pajak,efisiensi mana wkwk mikir ga efek pajak,"['efisiensi', 'mana', 'wkwk', 'mikir', 'ga', 'efek', 'pajak']"
696,Wed Mar 12 13:39:15 +0000 2025,0,kumparan,in,,0,0,0,@kumparan Efisiensi ndasmu....,efisiensi ndasmu,efisiensi ndasmu,"['efisiensi', 'ndasmu']"
697,Wed Mar 12 13:38:41 +0000 2025,1,BigAlphaID,in,In Your Mind If You Don't Mind,0,0,0,@BigAlphaID Efisiensi tidak bayar tukin pending CASN.,efisiensi bayar tukin pending casn,efisiensi bayar tukin pending casn,"['efisiensi', 'bayar', 'tukin', 'pending', 'casn']"
698,Wed Mar 12 13:38:08 +0000 2025,169,,in,Old Trafford,1,10,8,Kepergian Gary O'Driscoll dan Jim Moxon tidak terkait dengan program efisiensi #mufc. O'Driscoll memutuskan untuk pergi setelah membuat serangkaian perubahan positif pada departemen medis klub. Keduanya akan bertahan hingga United menemukan pengganti. (Chris Wheeler/Daily Mail) https://t.co/MN7EQ231tm,kepergian gary odriscoll jim moxon terkait program efisiensi odriscoll memutuskan pergi serangkaian perubahan positif departemen medis klub bertahan united menemukan pengganti chris wheelerdaily mail,pergi gary odriscoll jim moxon kait program efisiensi odriscoll putus pergi rangkai ubah positif departemen medis klub tahan united temu ganti chris wheelerdaily mail,"['pergi', 'gary', 'odriscoll', 'jim', 'moxon', 'kait', 'program', 'efisiensi', 'odriscoll', 'putus', 'pergi', 'rangkai', 'ubah', 'positif', 'departemen', 'medis', 'klub', 'tahan', 'united', 'temu', 'ganti', 'chris', 'wheelerdaily', 'mail']"
699,Wed Mar 12 13:37:55 +0000 2025,7,tempodotco,in,,0,0,1,@tempodotco Efisiensi yg kebablasan &amp; tdk tepat sasaran Apalagi!,efisiensi yg kebablasan amp tdk sasaran,efisiensi yg bablas amp tdk sasar,"['efisiensi', 'yg', 'bablas', 'amp', 'tdk', 'sasar']"
700,Wed Mar 12 13:11:32 +0000 2025,0,txtdrimedia,in,,0,0,0,@txtdrimedia Kenapa gak efisiensi gaji dan tunjangan kalian hei politikus,gak efisiensi gaji tunjangan hei politikus,gak efisiensi gaji tunjang hei politikus,"['gak', 'efisiensi', 'gaji', 'tunjang', 'hei', 'politikus']"
701,Wed Mar 12 13:08:14 +0000 2025,1,mingiarkeo,in,homophobic dni,0,1,0,@mingiarkeo mika gmnsih katanya efisiensi waktu tp kok naik motor,mika gmnsih efisiensi tp motor,mika gmnsih efisiensi tp motor,"['mika', 'gmnsih', 'efisiensi', 'tp', 'motor']"
702,Wed Mar 12 13:06:02 +0000 2025,0,,in,,0,0,0,Prodeo sidang keliling di PA berenti karna efisiensi wowok ,prodeo sidang keliling pa berenti karna efisiensi wowok,prodeo sidang keliling pa renti karna efisiensi wowok,"['prodeo', 'sidang', 'keliling', 'pa', 'renti', 'karna', 'efisiensi', 'wowok']"
703,Wed Mar 12 13:05:43 +0000 2025,0,Sudarmanmitro,in,,0,1,0,Kebijakan ini melibatkan penugasan perwira militer yang masih aktif ke posisi sipil seperti menteri gubernur atau peran administratif lainnya sering kali untuk menjaga stabilitas atau efisiensi pemerintahan.,kebijakan melibatkan penugasan perwira militer aktif posisi sipil menteri gubernur peran administratif kali menjaga stabilitas efisiensi pemerintahan,bijak libat tugas perwira militer aktif posisi sipil menteri gubernur peran administratif kali jaga stabilitas efisiensi perintah,"['bijak', 'libat', 'tugas', 'perwira', 'militer', 'aktif', 'posisi', 'sipil', 'menteri', 'gubernur', 'peran', 'administratif', 'kali', 'jaga', 'stabilitas', 'efisiensi', 'perintah']"
704,Wed Mar 12 13:05:29 +0000 2025,171,BigAlphaID,in,,0,0,19,@BigAlphaID Solusinya: - perbanyak kementerian/lembaga wakil menteri stafsus utusan khusus ini itu. - efisiensi APBN utk modalin danantara. - tunda pengangkatan CPNS dan P3K. Bgtu kira kira solusi tuan Presiden @prabowo !!,solusinya perbanyak kementerianlembaga wakil menteri stafsus utusan khusus efisiensi apbn utk modalin danantara tunda pengangkatan cpns pk bgtu solusi tuan presiden,solusi banyak kementerianlembaga wakil menteri stafsus utus khusus efisiensi apbn utk modalin danantara tunda angkat cpns pk bgtu solusi tuan presiden,"['solusi', 'banyak', 'kementerianlembaga', 'wakil', 'menteri', 'stafsus', 'utus', 'khusus', 'efisiensi', 'apbn', 'utk', 'modalin', 'danantara', 'tunda', 'angkat', 'cpns', 'pk', 'bgtu', 'solusi', 'tuan', 'presiden']"
705,Wed Mar 12 13:05:03 +0000 2025,0,,in,"Tangerang, Indonesia",0,0,0,Studi jarang ungkap: Bisnis kuliner sukses bukan cuma rasa enak tapi juga efisiensi operasional &amp; pemasaran digital! Tingkatkan profit bukan cuma omzet. #gesarasa #culinary,studi jarang bisnis kuliner sukses enak efisiensi operasional amp pemasaran digital tingkatkan profit omzet,studi jarang bisnis kuliner sukses enak efisiensi operasional amp pasar digital tingkat profit omzet,"['studi', 'jarang', 'bisnis', 'kuliner', 'sukses', 'enak', 'efisiensi', 'operasional', 'amp', 'pasar', 'digital', 'tingkat', 'profit', 'omzet']"
706,Wed Mar 12 13:04:29 +0000 2025,0,RfgL88,in,,0,0,0,@RfgL88 @Mdy_Asmara1701 Orang klo konsepnya mantap dan wawasannya luas bisa mengatasi masalah dgn risiko minimal. Jgn kayak wowok sok2an efisiensi anggaran tp kabinet gemuk nambah2 gaji pejabat aja.,orang klo konsepnya mantap wawasannya luas mengatasi dgn risiko minimal jgn kayak wowok sokan efisiensi anggaran tp kabinet gemuk nambah gaji pejabat aja,orang klo konsep mantap wawas luas atas dgn risiko minimal jgn kayak wowok sok efisiensi anggar tp kabinet gemuk nambah gaji jabat aja,"['orang', 'klo', 'konsep', 'mantap', 'wawas', 'luas', 'atas', 'dgn', 'risiko', 'minimal', 'jgn', 'kayak', 'wowok', 'sok', 'efisiensi', 'anggar', 'tp', 'kabinet', 'gemuk', 'nambah', 'gaji', 'jabat', 'aja']"
707,Wed Mar 12 13:00:08 +0000 2025,0,Sudarmanmitro,in,,0,1,0,Latar Belakang Kebijakan Kebijakan keterlibatan personel militer aktif dalam jabatan sipil melibatkan penugasan perwira militer yang masih aktif ke posisi sipil seperti menteri atau gubernur sering kali untuk menjaga stabilitas atau efisiensi.,latar kebijakan kebijakan keterlibatan personel militer aktif jabatan sipil melibatkan penugasan perwira militer aktif posisi sipil menteri gubernur kali menjaga stabilitas efisiensi,latar bijak bijak libat personel militer aktif jabat sipil libat tugas perwira militer aktif posisi sipil menteri gubernur kali jaga stabilitas efisiensi,"['latar', 'bijak', 'bijak', 'libat', 'personel', 'militer', 'aktif', 'jabat', 'sipil', 'libat', 'tugas', 'perwira', 'militer', 'aktif', 'posisi', 'sipil', 'menteri', 'gubernur', 'kali', 'jaga', 'stabilitas', 'efisiensi']"
708,Wed Mar 12 12:57:42 +0000 2025,0,,in,Fisip,0,0,0, efisiensi ga kena akademik kok alah tai noh taiiii kami disuruh aktif bikin kegiatan sama kampus tapi kampus ga mampu kasih dana dan disuruh MANDIRI cari sponsor SENDIRI dipikir cari partner finance dgn duit 5 juta gampang ngentot kabeh jancokkk,efisiensi ga kena akademik alah tai noh taiiii disuruh aktif bikin kegiatan kampus kampus ga kasih dana disuruh mandiri cari sponsor dipikir cari partner finance dgn duit juta gampang ngentot kabeh jancokkk,efisiensi ga kena akademik alah tai noh taiiii suruh aktif bikin giat kampus kampus ga kasih dana suruh mandiri cari sponsor pikir cari partner finance dgn duit juta gampang ngentot kabeh jancokkk,"['efisiensi', 'ga', 'kena', 'akademik', 'alah', 'tai', 'noh', 'taiiii', 'suruh', 'aktif', 'bikin', 'giat', 'kampus', 'kampus', 'ga', 'kasih', 'dana', 'suruh', 'mandiri', 'cari', 'sponsor', 'pikir', 'cari', 'partner', 'finance', 'dgn', 'duit', 'juta', 'gampang', 'ngentot', 'kabeh', 'jancokkk']"
709,Wed Mar 12 12:57:30 +0000 2025,0,txtdaritax,in,,0,0,0,@txtdaritax Banyak juga hotellier yang posting anak hotel sedang tidak baik2 aja. Ga banyak yang booking even buat bukber atau kena efisiensi kunjungan rapat,hotellier posting anak hotel aja ga booking even bukber kena efisiensi kunjungan rapat,hotellier posting anak hotel aja ga booking even bukber kena efisiensi kunjung rapat,"['hotellier', 'posting', 'anak', 'hotel', 'aja', 'ga', 'booking', 'even', 'bukber', 'kena', 'efisiensi', 'kunjung', 'rapat']"
710,Wed Mar 12 12:57:26 +0000 2025,0,pompomfess,in,,0,0,0,@pompomfess ANEH BANGET. lagi gak ada anggaran mungkin nder kena efisiensi jadi gak keluar dulu planarnya. /apahubungannya,aneh banget gak anggaran nder kena efisiensi gak planarnya apahubungannya,aneh banget gak anggar nder kena efisiensi gak planarnya apahubungannya,"['aneh', 'banget', 'gak', 'anggar', 'nder', 'kena', 'efisiensi', 'gak', 'planarnya', 'apahubungannya']"
711,Wed Mar 12 12:57:19 +0000 2025,0,ILoveJepara,in,Jepara,0,0,0,@ILoveJepara @dishub_jepara anggarane keno efisiensi kak,anggarane keno efisiensi kak,anggarane keno efisiensi kak,"['anggarane', 'keno', 'efisiensi', 'kak']"
712,Wed Mar 12 12:55:07 +0000 2025,0,,in,,1,4,0,kenapa gaada back dancernya coy?? ini konser di venue gede dan mereka bukan artis nugu woi. situ menerapkan efisiensi? @.bhm https://t.co/SK1wU17Xi3,gaada back dancernya coy konser venue gede artis nugu woi situ menerapkan efisiensi,gaada back dancernya coy konser venue gede artis nugu woi situ terap efisiensi,"['gaada', 'back', 'dancernya', 'coy', 'konser', 'venue', 'gede', 'artis', 'nugu', 'woi', 'situ', 'terap', 'efisiensi']"
713,Wed Mar 12 12:53:12 +0000 2025,0,,in,Bali,0,0,0,Gubernur Koster Usung Semangat Efisiensi pada Rakor Pemerintahan di Puspem Badung https://t.co/qGmy8w2rf1 lewat @baliportal_news,gubernur koster usung semangat efisiensi rakor pemerintahan puspem badung,gubernur koster usung semangat efisiensi rakor perintah puspem badung,"['gubernur', 'koster', 'usung', 'semangat', 'efisiensi', 'rakor', 'perintah', 'puspem', 'badung']"
714,Wed Mar 12 12:52:59 +0000 2025,0,Jastipfullsuns,in,hutan amazon,0,3,0,@Jastipfullsuns @unjsecret iya grgr kena efisiensi dan katanya akan dibagi sesi karna kalau sekaligus nda muat,iya grgr kena efisiensi dibagi sesi karna nda muat,iya grgr kena efisiensi bagi sesi karna nda muat,"['iya', 'grgr', 'kena', 'efisiensi', 'bagi', 'sesi', 'karna', 'nda', 'muat']"
715,Wed Mar 12 12:50:47 +0000 2025,0,txtdrimedia,in,,0,0,0,@txtdrimedia Efek efisiensi sunat tunjangan kah jadi cari cari ke korban? EH GAK SIH EMANG DARI DULU UDAH OYOTNYA DI KEPOLISIAN MINTAIN DUIT MULU.,efek efisiensi sunat tunjangan kah cari cari korban eh gak sih emang udah oyotnya kepolisian mintain duit mulu,efek efisiensi sunat tunjang kah cari cari korban eh gak sih emang udah oyot polisi mintain duit mulu,"['efek', 'efisiensi', 'sunat', 'tunjang', 'kah', 'cari', 'cari', 'korban', 'eh', 'gak', 'sih', 'emang', 'udah', 'oyot', 'polisi', 'mintain', 'duit', 'mulu']"
716,Wed Mar 12 12:50:28 +0000 2025,1,BigAlphaID,in,"Central Java, Indonesia",0,0,0,@BigAlphaID Mungkin juga salah satu efek dari efisiensi anggaran pemerintah. Pendapatan usaha masyarakat jadi turun setoran pajak ikut turun.,salah efek efisiensi anggaran pemerintah pendapatan usaha masyarakat turun setoran pajak turun,salah efek efisiensi anggar perintah dapat usaha masyarakat turun setor pajak turun,"['salah', 'efek', 'efisiensi', 'anggar', 'perintah', 'dapat', 'usaha', 'masyarakat', 'turun', 'setor', 'pajak', 'turun']"
717,Wed Mar 12 12:49:38 +0000 2025,0,,zxx,Anfield,0,0,0,https://t.co/N5fA8wMwPO,,,[]
718,Wed Mar 12 12:48:33 +0000 2025,0,KompasTV,in,,0,0,0,@KompasTV Jangan itu dana bos buat gaji guru aja kagak cair ...katanya efisiensi tapi bikin orang pada melarat,dana bos gaji guru aja kagak cair efisiensi bikin orang melarat,dana bos gaji guru aja kagak cair efisiensi bikin orang melarat,"['dana', 'bos', 'gaji', 'guru', 'aja', 'kagak', 'cair', 'efisiensi', 'bikin', 'orang', 'melarat']"
719,Wed Mar 12 12:46:16 +0000 2025,157,pompomfess,es,,0,0,2,@pompomfess efisiensi,efisiensi,efisiensi,['efisiensi']
720,Wed Mar 12 12:45:04 +0000 2025,2,,in,🇮🇩,0,0,0,DPRD nggak kena efisiensi yah? Uang transportnya masih jalan,dprd nggak kena efisiensi yah uang transportnya jalan,dprd nggak kena efisiensi yah uang transportnya jalan,"['dprd', 'nggak', 'kena', 'efisiensi', 'yah', 'uang', 'transportnya', 'jalan']"
721,Wed Mar 12 12:41:37 +0000 2025,0,,in,Lumajang,0,0,0,Jmpt efisiensi bjir,jmpt efisiensi bjir,jmpt efisiensi bjir,"['jmpt', 'efisiensi', 'bjir']"
722,Wed Mar 12 12:40:05 +0000 2025,0,primanokta,in,,0,1,0,@primanokta @awesomeposted Singapura bisa maju krna orgnya cerdas membangun tnpa SDA menghasilkan kemajuan. Jawa membangun spt IKN meninggalkan hutang dan menghasilkan efisiensi,singapura maju krna orgnya cerdas membangun tnpa sda menghasilkan kemajuan jawa membangun spt ikn meninggalkan hutang menghasilkan efisiensi,singapura maju krna orgnya cerdas bangun tnpa sda hasil maju jawa bangun spt ikn tinggal hutang hasil efisiensi,"['singapura', 'maju', 'krna', 'orgnya', 'cerdas', 'bangun', 'tnpa', 'sda', 'hasil', 'maju', 'jawa', 'bangun', 'spt', 'ikn', 'tinggal', 'hutang', 'hasil', 'efisiensi']"
723,Wed Mar 12 12:38:23 +0000 2025,0,,in,CIREBON - INDONESIA,0,0,0,Efisiensi Anggaran Bawaslu Kota Cirebon Tetap Gaspol Jalankan Pengawasan https://t.co/T1fukrKe0a,efisiensi anggaran bawaslu kota cirebon gaspol jalankan pengawasan,efisiensi anggar bawaslu kota cirebon gaspol jalan awas,"['efisiensi', 'anggar', 'bawaslu', 'kota', 'cirebon', 'gaspol', 'jalan', 'awas']"
